instruction,input,output,category
Deskripsikan Adegan sebagai bagian dari kekayaan budaya Nusantara.,,"Jenis Ada beberapa jenis adegan, yaitu adegan dugong, kecil, panas, pengikat, terbuka, dan wajib. Adegan dugong adalah adegan perkelahian dalam ronggeng gunung. Adegan kecil merupakan adegan yang menjadi bagian dari adegan yang lebih besar. Kemudian adegan panas adalah adegan yang membangkitkan rangsangan birahi. Sementara adegan pengikat adalah adegan yang menimbulkan keingintahuan penonton sehingga membuat keterikatan penonton. Adegan terbuka adalah adegan yang disaksikan langsung oleh penonton. Terakhir, adegan wajib merupakan adegan yang disesuaikan dengan keinginan penonton.",Budaya_Tradisi
Deskripsikan Tarian Malam sebagai bagian dari kekayaan budaya Nusantara.,,"Tarian Malam adalah sebuah film dokumenter karya sutradara Chairun Nissa. Film ini berkisah tentang perjalanan Nan Jombang, kelompok seni tari kontemporer dari Sumatera Barat.",Budaya_Tradisi
Deskripsikan Bantengan sebagai bagian dari kekayaan budaya Nusantara.,,"Sejarah Bantengan Bantengan merupakan pengembangan dari kesenian Kebo-keboan Ponoragan yang ada di Ponorogo. Ponorogo yang bersebelahan dengan Madiun sebagai kota berbagai perguruan silat, sehingga banyak pesilat yang berkunjung ke Ponorogo sebagai kota Reog. Seni Kebo-keboan dimaknai sebagai tolak bala dan penyelamat Raja Surakarta Paku Buwana II dari berbagai serangan pemberontak keraton.",Budaya_Tradisi
Deskripsikan After the Storm (film 2016) sebagai bagian dari kekayaan budaya Nusantara.,,"adalah film Jepang produksi tahun 2016 bergenre drama keluarga yang ditulis dan disutradarai oleh Hirokazu Koreeda. Film ini dibintangi oleh Hiroshi Abe, Kirin Kiki, dan Yōko Maki. After the Storm kali pertama ditayangkan saat sesi Un Certain Regard Festival Film Cannes tahun 2016 dan dirilis di Jepang pada 21 Mei 2016. Pada saat pekan pembukaan, film yang proses produksinya dimulai pada Desember 2015, ini menempati peringkat ke-lima box office Jepang, dengan penonton mencapai 89,510. Di situs pengumpul ulasan Rotten Tomatoes, film ini meraih 100% penerimaan dari 19 pengulas, dengan rata-rata rating 8.1 dari 10.",Budaya_Tradisi
Ceritakan secara singkat tentang Rumah Cut Nyak Dien dan signifikansinya bagi masyarakat setempat.,,Rumah Cut Nyak Dien adalah rumah panggung pemberian Belanda kepada Teuku Umar yang berlokasi di Desa Lampisang kecamatan Peukan Bada Kabupaten Aceh Besar. Bangunan rumah berukuran 25 x 17 meter.Rumah yang terletak di Desa Lampisang merupakan replika dari bangunan asli yang dibakar Belanda pada 1896 dan kembali dibangun pada 1987. Saat ini rumah Cut Nya Dien telah ditetapkan sebagai sasana budaya.,Budaya_Tradisi
Ceritakan secara singkat tentang James Rorimer dan signifikansinya bagi masyarakat setempat.,,"James Joseph Rorimer (), adalah seorang kurator museum Amerika Serikat dan mantan direktur Metropolitan Museum of Art, dimana ia menjadi pasukan utama di balik pembentukan the Cloisters, sebuah cabang museum yang didedikasikan untuk seni rupa dan arsitektur Eropa Abad Pertengahan. Pada Perang Dunia II, Rorimer menjabat dalam Monuments, Fine Arts and Archives Section, alias ""Monuments Men"" dari Angkatan Darat AS, yang melindungi situs budaya dan memulangkan karya seni yang dicuri.",Budaya_Tradisi
Jelaskan asal-usul dan fungsi Bidadari (disambiguasi) dalam tradisi masyarakat Indonesia.,,"Nama album Bidadari (album Andre Hehanussa), album musik karya penyanyi pop Indonesia, Andre Hehanussa Bidadari (album D'Cips), album musik karya grup musik rock Indonesia, D'Cips Bidadari (album Marshanda), album musik karya penyanyi pop Indonesia, Marshanda Bidadari (album Nicky Astria), album musik karya penyanyi rock Indonesia, Nicky Astria",Budaya_Tradisi
Apa makna dan peran Daftar wilayah sengketa Tiongkok dalam kehidupan masyarakat Indonesia?,,"Pada 1983, Menteri Luar Negeri Republik Rakyat Tiongkok Wu Xueqian dan Menteri Luar Negeri Bhutan Dawa Tsering menyelenggarakan pembicaraan untuk mendirikan hubungan bilateral di New York. Pada 1984, Tiongkok dan Bhutan memulai pembicaraan tahunan untuk berbicara langsung mengenai sengketa perbatasan. Pada 1998, Tiongkok dan Bhutan menandatangani perjanjian bilateral untuk menjaga perdamaian dan perbatasan. Pada perjanjian tersebut kedua belah pihak sepakat untuk membangun hubungan berdasarkan Lima Prinsip Hidup Berdampingan Secara Damai. Walaupun begitu, pembangunan jalan milik Tiongkok yang Bhutan klaim dilakukan di wilayah Bhutan, diduga hal tersebut melanggar perjanjian tahun 1998, dan menaikan tensi. Pada 2002, Tiongkok menyajikan apa yang mereka klaim sebagai ""bukti"" yang menguatkan kepemilikan atas wilayah tersebut, setelah negosiasi, perjanjian internal disepakati.",Budaya_Tradisi
Bagaimana Gothamist mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Gothamist LLC adalah perusahaan yang mengoperasikan atau mewaralabakan delapan situs web yang berpusat di kota yang berfokus pada berita, acara, makanan, dan budaya, dan liputan lokal dari tahun 2003 hingga 2018. Perusahaan ini didirikan oleh Jake Dobkin dan Jen Chung pada 2003. Pada Maret 2017, pemilik DNAinfo, Joe Ricketts, mengakuisisi Ghotamist. Namun, pada November 2017, situs web tersebut ditutup sementara setelah staf redaksi memilih untuk berserikat. Pada Februari 2018, diumumkan bahwa Radio Publik New York, KPCC, dan WAMU masing-masing telah mengakuisisi Gothamist, LAist, dan DCist. Chance the Rapper, rapper kelahiran Chicago, membeli Chicagoist pada Juli 2018.",Budaya_Tradisi
Jelaskan asal-usul dan fungsi Madhusudana dalam tradisi masyarakat Indonesia.,,"Madhusudhana adalah sebuah gelar dalam mitologi Hindu yang secara harfiah berarti ""Pembinasa [raksasa] Madhu"". Gelar ini biasanya dikenakan kepada Kresna. Dalam Kitab Bhagawadgita, memang tercatat nama Kresna sebagai sosok yang memiliki gelar Nadhusudhana tetapi dalam kisahnya, tidak ditemukan Kresna sebagai pembunuh Madhu. Kemungkinan besar, Kresna membunuh Madhu ketika Kresna masih berwujud Dewa Wisnu. Wisnu membunuh Madhu dalam wujud awatara Hayagriwa, yang memiliki tubuh manusia tetapi berkepala kuda, dan dikenal dalam kitab-kitab Purana. Hal inilah yang menyebabkan mengapa Kresna disebut sebagai Madhusudhana karena ada keterhubungan antara Kresnda dengan Dewa Wisnu. Bahkan melalui kisah ini, kita dapat melihat bagaimana sifat ilahi dari seorang Kresna. Kresna juga dianggap sebagai sumber dari semua bentuk yang Ilahi dan yang mengalami inkarnasi.",Budaya_Tradisi
Apa yang dimaksud dengan Mitos Osiris dan bagaimana keberadaannya dalam budaya Indonesia?,,"Dengan daya yang besar ini, mitos tersebut lebih banyak muncul dalam teks-teks kuno dibanding mitos lain dan luar biasa dalam berbagai literatur Mesir. Sumber-sumber ini juga memberikan rincian yang tidak biasa. Mitologi Mesir Kuno terfragmentasi dan ambigu, metafora religius yang terkandung dalam mitos lebih penting daripada narasi yang koheren. Setiap naskah yang mengandung suatu mitos atau fragmennya, dapat diadaptasi menyesuaikan tujuan khusus tertentu, sehingga naskah yang berbeda dapat mengandung peristiwa yang berlainan. Karena mitos Osiris digunakan dalam berbagai macam cara, versi yang berbeda kadang kala bertentangan satu sama lain. Walaupun demikian, jika versi yang terfragmentasi dikumpulkan jadi satu, akan memberikan cerita yang lebih koheren dibanding mitos-mitos Mesir lainnya.",Budaya_Tradisi
Jelaskan apa itu Sukribo dalam konteks budaya dan tradisi Indonesia.,,"Sukribo adalah sebuah strip komik yang muncul dalam surat kabar Kompas bersama dengan Panji Koming, Mice, Timun, dan Konpopilan. Karya tersebut diciptakan oleh Ahmad Faisal Ismail sejak September 2003. Karya tersebut menampilkan para karakter yang terdiri dari Sukribo, Ridwan dan Pak Lurah. Dari 7 hingga 14 Januari 2014, sebuah pameran komik ""Sukribo"" berjudul ""Menyisir Sukribo, Menyisir Indonesia"" diadakan di di Bentara Budaya, Yogyakarta. Kartun Sukribo menampilkan hal-hal yang lucu dan bermuatan kritik terhadap fenomena kehidupan sosial politik yang terjadi di masyarakat.",Budaya_Tradisi
Bagaimana Ardian Syamsuddin mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Ardian Syamsuddin adalah pengarang sastra Jawa modern: Antologi Biografi (lahir 19 Januari 1955, di Desa Kebonsari, Madiun. Ia mulai mengarang sejak tahun 1972, saat Arswendo Atmowiloto menyelenggarakan Bengkel Sastra Jawa Angkatan ke-2. Berkat Bengkel Sastra Jawa dan kegigihanya untuk menjadi pengarang pada saat itu, ia memenangi Sayembara Mengarang Crita Cekak dan Geguritan yang diselenggarakan oleh Pusat Kesenian Jawa Tengah (PKJT) sebagai juara pertama melalui karyanya yang berjudul Nresnani Andheng-Andheng.",Budaya_Tradisi
Apa yang dimaksud dengan Daniel Risch dan bagaimana keberadaannya dalam budaya Indonesia?,,"Daniel Risch () adalah politisi Liechtenstein, dan Perdana Menteri Liechtenstein petahana. Ia sebelumnya menjabat sebagai Wakil Perdana Menteri dan Menteri Infrastruktur, Perekonomian, dan Olahraga dari tahun 2017 hingga 2021, dibawah pemerintahan Adrian Hasler.",Budaya_Tradisi
Deskripsikan Deklarasi PBB tentang Hak-Hak Masyarakat Adat sebagai bagian dari kekayaan budaya Nusantara.,,"Sementara, sebagaimana Pernyataan Majelis Umum, instrumen ini tidak mengikat secara hukum menurut hukum internasional. Menurut siaran pers PBB, hal itu ""mewakili perkembangan dinamis norma hukum internasional dan ini mencerminkan komitmen negara-negara anggota PBB untuk bergerak dalam arah tertentu""; PBB menggambarkannya sebagai ""standar penting untuk perlakuan terhadap masyarakat adat yang niscaya akan menjadi alat yang signifikan untuk menghapuskan pelanggaran hak asasi manusia terhadap 370 juta masyarakat adat di dunia dan membantu mereka dalam memerangi diskriminasi dan marginalisasi.""",Suku_Etnis_Budaya
"Jelaskan apa itu Sausu Trans, Sausu, Parigi Moutong dalam konteks budaya dan tradisi Indonesia.",,"Sausu Trans adalah desa di kecamatan Sausu, Parigi Moutong, Sulawesi Tengah, Indonesia. Desa ini berkembang dari kedatangan transmigran di era 70-an. Para transmigran dari Jawa dan Bali menjadi bagian terbanyak di daerah tersebut. Pada dasa warsa berikutnya, pendatang dari Lombok turut meramaikan Sausu Trans. Tidak ketinggalan masyarakat dari Sulawesi Selatan, Gorontalo, Sulawesi Utara menambah keragaman masyarakat di Sausu Trans. Tidak mengherankan manakala tradisi, kebudayaan, kebiasaan, suku, dan agama di Sausu Trans sangat bervariasi. Meskipun masyarakatnya terdiri dari agama dan suku ras yang beragam namun masyarakat nya tetap bisa menjalin hubungan yg baik, saling tolong menolong, menghargai dan menjaga keharmonisan bersama.",Budaya_Tradisi
Jelaskan apa itu Sidney Nolan dalam konteks budaya dan tradisi Indonesia.,,"Sir Sidney Robert Nolan (; ) adalah salah satu seniman utama Australia pada abad ke-20. Berkarya dalam sebagian besar medium, karya-karyanya adalah salah satu karya paling beragam dan berlaba dalam seluruh seni rupa modern. Ia dikenal karena serangkaian lukisan buatannya tentang legenda-legenda dari sejarah Australia.",Budaya_Tradisi
Bagaimana Suku Banjar mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Dikarenakan faktor historis pengislaman pribumi Kalimantan, mayoritas masyarakat etnis Banjar pada umumnya kini merupakan pemeluk agama Islam (Muslim), masyarakat Dayak ini menunjukkan karakteristik yang agak berbeda dari kebanyakan Dayak di wilayah pedalaman Kalimantan; yang mana masyarakat etnis Banjar cenderung memiliki gaya hidup dan norma-norma yang berbasis Islami. Etnis Banjar juga terkenal akan kemampuannya dalam bidang perniagaan, pada masa kini populasi diaspora Banjar dapat ditemui pula secara global atau di seluruh belahan dunia; termasuk diantaranya dalam cakupan wilayah Asia Tenggara maupun hingga ke Timur Tengah (terutama di Arab Saudi).",Suku_Etnis_Budaya
"Bagaimana Santa Elena de la Cruz, El Petén mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?",,"Santa Elena de la Cruz adalah sebuah kota yang terletak di pesisir Danau Lake Petén Itzá di Departemen Petén, Guatemala. Kota ini dikenal sebagai pintu masuk menuju wilayah bangsa Maya di Guatemala, dan merupakan lokasi Bandar Udara Internasional Mundo Maya. Kota ini juga merupakan pusat ekonomi, politik, dan budaya Departemen Petén.",Budaya_Tradisi
Apa makna dan peran Kebudayaan Sintashta dalam kehidupan masyarakat Indonesia?,,"Kebudayaan Sintashta () yang pernah berlangsung sekitar tahun 2050–1900 SM, adalah tahap pertama dari Kebudayaan Sintashta–Petrovka atau Kebudayaan Sintashta–Arkaim, dan merupakan suatu kebudayaan arkeologis yang pernah ada pada Zaman Perunggu Pertengahan Akhir terletak di Pegunungan Ural Selatan, di Stepa Eurasia. Seluruh Kawasan Sintashta–Petrovka diteliti tahap dan penanggalan dalam karya penelitian terbaru oleh Stephan Lindner, berdasarkan serangkaian 19 sampel penanggalan radiokarbon yang diperkirakan pada tahun 2050–1750 SM. Tahap kebudayaan Petrovka diperkirakan pernah berlangsung pada tahun 1900–1750 SM. Analisis tertua yang dapat diandalkan dari sisa-sisa tulang-belulang manusia dari Sintashta adalah radiokarbon dengan tanggal rata-rata SM (2335–2041 calBC), dan dianalisis secara genetika sebagai Y-haplogroup R1a-Z93 < R-Z2124.",Suku_Etnis_Budaya
"Jelaskan asal-usul dan fungsi Tarubatang, Selo, Boyolali dalam tradisi masyarakat Indonesia.",,"Tarubatang adalah desa di kecamatan Selo, Kabupaten Boyolali, Jawa Tengah, Indonesia. Salah satu kesenian Desa Tarubatang adalah seni tradisional pertunjukan tari Topeng Ireng.",Budaya_Tradisi
Bagaimana Pameran Buku Ekushey mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Pameran Buku Ekushey atau Omor Ekushey Boi Mela (Bengali: অমর একুশে গ্রন্থ মেলা Ômor Ekushe Grontho Mêla), umumnya dikenal sebagai Ekushey Boi Mela (একুশে বই মেলা Ekushe Boi Mêla) adalah pameran buku nasional di Bangladesh. Pameran ini diadakan pada bulan Februari untuk mengenang jasa korban dari Pergerakan Bahasa Bengali pada tanggal 21 Februari 1952.",Budaya_Tradisi
Deskripsikan Karate pada Pekan Olahraga Nasional XIX – Kumite 84 kg putra sebagai bagian dari kekayaan budaya Nusantara.,,"Karate nomor Kumite 84 kg putra pada Pekan Olahraga Nasional XIX dipertandingkan pada 18 September 2016 di Sasana Budaya Ganesha, Institut Teknologi Bandung, Kota Bandung, Jawa Barat.",Budaya_Tradisi
Bagaimana Hari Bodhi mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Hari Bodhi adalah hari raya bagi umat Buddha yang memperingati peristiwa pencapaian Pencerahan Agung dari Buddha historis, Siddhartha Gautama (Sakyamuni), yang juga dikenal dengan nama bodhi dalam bahasa Sanskerta dan Pali. Menurut tradisi, Siddhartha baru saja meninggalkan praktik pertapaan ekstrem bertahun-tahun dan memutuskan untuk duduk di bawah pohon bodhi (Ficus religiosa) dan hanya bermeditasi sampai Dia menemukan akar penderitaan, dan bagaimana cara untuk membebaskan diri dari penderitaan itu.",Budaya_Tradisi
Ceritakan secara singkat tentang Huang Yongsheng dan signifikansinya bagi masyarakat setempat.,,"Pada 1948, Huang dilantik menjadi komandan Kolumn ke-6 Tentara Lapangan Keempat. Kemudian pada 1948, Kolumn ke-6 dibagung dengan unit-unit lainnya ke dalam Tentara ke-43, dan Huang Yongsheng dilantik menjadi komandannya. Pada 1949, ia mengkomandoi Grup Tentara ke-13 dan ke-14. Setelah pendirian Republik Rakyat Tiongkok, Huang mengkomandoi Grup Tentara ke-13, dan kemudian Grup Tentara ke-15.",Suku_Etnis_Budaya
"Bagaimana Karangrejo, Banyuwangi, Banyuwangi mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?",,"Kondisi Masyarakat Di sepanjang garis pantai di Kelurahan Karangrejo (terutama di Lingkungan Karanganom) banyak terdapat tambak ikan. Sebuah pantai bernama Pantai Pulau Santen berada di wilayah kelurahan ini. Pantai dinamai seperti itu dikarenakan memang letaknya berada di Pulau Jawa dan untuk mencapai pantai pengunjung harus melewati jembatan kayu. Tak jauh dari Pantai Pulau Santen terdapat sebuah tempat yang diperuntukkan untuk upacara Ngaben untuk umat Hindu di Kota Banyuwangi. Di sisi utara kelurahan adalah kawasan tambak. Mayoritas dari gedung pabrik-pabrik ini sudah tidak difungsikan lagi menyusul tidak difungsikannya Jalur Kereta Api Kabat-Banyuwangi Lama. Sisi barat kelurahan adalah kawasan bergaya perkotaan yang terdiri dari pemukiman warga, Pasar Pujasera dan kampung pecinan.",Budaya_Tradisi
Jelaskan apa itu Kaisar Song Ningzong dalam konteks budaya dan tradisi Indonesia.,,"Kaisar Ningzong (ejaan Wade-Giles: Kaisar Ning-tsung; ; 19 November 1168 – 17 September 1224) merupakan kaisar ketiga belas Dinasti Song yang bertakhta dari tahun 1194 sampai 1224. Nama kuilnya dapat diartikan ""Leluhur yang Damai"". Pemerintahannya ditandai dengan prestasi kebudayaan dan cendekiawan. Terutama Zhu Xi yang menulis beberapa karyanya yang terkenal di dalam periode tersebut. Ningzong sendiri disegani atas penyebaran daoxue di istana.",Suku_Etnis_Budaya
"Jelaskan apa itu Come Rain, Come Shine dalam konteks budaya dan tradisi Indonesia.",,"Come Rain, Come Shine (; artinya ""Aku Cinta Kamu, Aku Cinta Kamu Tidak"") adalah sebuah film Korea Selatan tahun 2011 karya Lee Yoon-ki. Film tersebut tayang perdana dalam kompetisi di Festival Film Internasional Berlin ke-61 pada 2011.",Budaya_Tradisi
Apa yang dimaksud dengan Festival Film New Orleans dan bagaimana keberadaannya dalam budaya Indonesia?,,"Festival Film New Orleans adalah sebuah festival film tahunan yang diadakan oleh organisasi nirlaba New Orleans Film Society, sebuah perhimpunan film yang didirikan pada 1989. Festival tersebut diadakan sejak perhimpunan tersebut dibentuk. Festival tersebut diadakan pada pertengahan Oktober.",Budaya_Tradisi
